transaction_date,transaction_time,customer_id,quantity,line_item_amount,unit_price,product_group,product_category,product_type,current_wholesale_price,customer_since,customer_birth_year,customer_generation
2019-04-03,14:49:50,8304.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-07-27,1997.0,Gen Z
2019-04-03,12:25:50,8272.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-12-26,1991.0,Younger Millennials
2019-04-03,19:58:26,8444.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-11-24,2001.0,Gen Z
2019-04-03,18:39:30,8396.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-12-31,1969.0,Gen X
2019-04-04,15:25:46,295.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2019-03-26,2000.0,Gen Z
2019-04-04,12:30:36,274.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2019-01-27,1996.0,Gen Z
2019-04-04,12:30:25,722.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-07-02,1961.0,Baby Boomers
2019-04-04,18:28:52,646.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-12-18,1994.0,Younger Millennials
2019-04-04,12:42:51,798.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2019-03-23,2000.0,Gen Z
2019-04-04,17:19:14,208.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-07-29,1985.0,Older Millennials
2019-04-04,16:13:20,429.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-09-25,1966.0,Gen X
2019-04-04,11:13:44,735.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-10-18,1968.0,Gen X
2019-04-04,12:04:51,578.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-07-30,1985.0,Older Millennials
2019-04-04,16:17:57,90.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-09-07,1965.0,Gen X
2019-04-04,13:08:30,5002.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-03-04,1991.0,Younger Millennials
2019-04-04,12:14:40,5183.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-06-25,1961.0,Baby Boomers
2019-04-04,12:43:28,5241.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-01-27,1951.0,Baby Boomers
2019-04-04,15:48:08,5312.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-05-01,1980.0,Older Millennials
2019-04-04,13:03:33,5885.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-11-03,1987.0,Older Millennials
2019-04-04,07:20:26,5256.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-08-28,1986.0,Older Millennials
2019-04-04,15:21:00,5475.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-05-12,1992.0,Younger Millennials
2019-04-04,15:43:04,5583.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-01-29,1974.0,Gen X
2019-04-04,09:40:45,5015.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-09-23,1966.0,Gen X
2019-04-04,12:17:21,5702.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-11-07,1969.0,Gen X
2019-04-04,14:15:36,5081.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-05-15,1992.0,Younger Millennials
2019-04-04,15:03:18,5283.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-10-13,1967.0,Gen X
2019-04-04,17:45:18,5587.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-04-16,1992.0,Younger Millennials
2019-04-04,16:54:23,5086.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-07-14,1984.0,Older Millennials
2019-04-04,17:10:11,8037.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-05-07,1967.0,Gen X
2019-04-04,09:49:28,8253.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-04-05,1978.0,Gen X
2019-04-04,14:55:32,8045.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-05-11,1997.0,Gen Z
2019-04-04,08:45:29,8041.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2019-02-03,1962.0,Baby Boomers
2019-04-04,14:09:29,8026.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-11-15,1962.0,Baby Boomers
2019-04-04,18:39:37,8427.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-11-21,1954.0,Baby Boomers
2019-04-04,17:32:20,8386.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-12-30,1953.0,Baby Boomers
2019-04-04,10:18:42,8139.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-04-24,1957.0,Baby Boomers
2019-04-04,10:28:05,8485.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-04-16,1960.0,Baby Boomers
2019-04-04,16:50:23,8074.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-12-04,1989.0,Older Millennials
2019-04-04,17:09:55,8349.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2019-01-13,2000.0,Gen Z
2019-04-04,09:42:28,8002.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-10-22,1995.0,Gen Z
2019-04-04,16:50:47,8436.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2019-03-21,1989.0,Older Millennials
2019-04-04,18:03:39,8479.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-12-29,1990.0,Younger Millennials
2019-04-04,10:06:58,8260.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-02-13,1985.0,Older Millennials
2019-04-04,11:45:34,8345.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-01-12,1988.0,Older Millennials
2019-04-05,14:32:07,401.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-07-29,1963.0,Baby Boomers
2019-04-05,12:39:09,217.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-08-23,1987.0,Older Millennials
2019-04-05,12:45:56,703.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-01-26,1951.0,Baby Boomers
2019-04-05,19:59:54,66.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-07-02,1961.0,Baby Boomers
2019-04-05,18:27:34,713.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-04-19,1956.0,Baby Boomers
2019-04-05,19:26:52,11.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-02-01,1952.0,Baby Boomers
2019-04-05,17:14:20,666.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2019-01-28,1996.0,Gen Z
2019-04-05,14:37:41,648.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-12-22,1994.0,Younger Millennials
2019-04-05,12:08:26,681.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2019-02-28,1998.0,Gen Z
2019-04-05,16:21:57,463.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-12-05,1971.0,Gen X
2019-04-05,16:13:57,406.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-08-09,1963.0,Baby Boomers
2019-04-05,11:13:45,194.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-06-20,1983.0,Older Millennials
2019-04-05,16:48:38,166.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-04-04,1978.0,Gen X
2019-04-05,16:28:32,717.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-05-22,1958.0,Baby Boomers
2019-04-05,16:38:18,439.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-10-16,1967.0,Gen X
2019-04-05,18:23:46,567.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-07-08,1984.0,Older Millennials
2019-04-05,11:58:58,61.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-06-19,1960.0,Baby Boomers
2019-04-05,10:21:40,5709.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2019-02-15,1999.0,Gen Z
2019-04-05,15:45:52,5641.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2019-02-13,1999.0,Gen Z
2019-04-05,18:06:12,5347.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-12-12,1971.0,Gen X
2019-04-05,12:39:56,5906.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-03-19,1954.0,Baby Boomers
2019-04-05,12:18:01,5083.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2019-02-10,1999.0,Gen Z
2019-04-05,07:50:58,5330.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-05-03,1957.0,Baby Boomers
2019-04-05,14:40:06,5857.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-06-10,1982.0,Older Millennials
2019-04-05,16:08:48,5635.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-11-08,1969.0,Gen X
2019-04-05,09:38:01,5549.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-11-03,1969.0,Gen X
2019-04-05,08:56:37,5198.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-08-17,1986.0,Older Millennials
2019-04-05,18:25:46,8468.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-11-09,1972.0,Gen X
2019-04-05,14:56:46,8244.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-05-11,1958.0,Baby Boomers
2019-04-05,08:32:59,8209.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-07-13,1980.0,Older Millennials
2019-04-05,09:19:05,8422.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-10-30,1996.0,Gen Z
2019-04-05,17:38:30,8236.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-05-09,1971.0,Gen X
2019-04-05,19:19:54,8109.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-04-25,1960.0,Baby Boomers
2019-04-05,09:17:53,8026.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-11-15,1962.0,Baby Boomers
2019-04-05,10:22:26,8347.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-10-26,1955.0,Baby Boomers
2019-04-05,19:23:44,8225.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-06-27,1975.0,Gen X
2019-04-06,15:22:02,141.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-01-25,1974.0,Gen X
2019-04-06,16:00:53,90.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-09-07,1965.0,Gen X
2019-04-06,17:44:56,363.0,1,2.5,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-05-12,1958.0,Baby Boomers
2019-04-06,18:53:01,172.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2018-04-21,1979.0,Gen X
2019-04-06,15:29:06,390.0,2,5.0,2.5,Beverages,Tea,Brewed Chai tea,0.63,2017-07-07,1961.0,Baby Boomers
